Bait	Prey	PreyGene.x	Spec	SpecSum	AvgSpec	NumReplicates.x	ctrlCounts	AvgP.x	MaxP.x	TopoAvgP.x	TopoMaxP.x	SaintScore.x	logOddsScore	FoldChange.x	BFDR.x	boosted_by.x
HDAC2	P62753	RS6_HUMAN	32|28|20|24	104	26.0	4	7|6|5|6	1.0	1.0	1.0	1.0	1.0	8.22	4.33	0.0	
HDAC2	P62826	RAN_HUMAN	10|9|8|7	34	8.5	4	2|1|2|3	1.0	1.0	1.0	1.0	1.0	4.8	4.25	0.0	
HDAC2	P62829	RL23_HUMAN	11|12|14|11	48	12.0	4	3|2|2|3	1.0	1.0	1.0	1.0	1.0	7.92	4.8	0.0	
HDAC2	P62857	RS28_HUMAN	6|8|9|9	32	8.0	4	1|0|0|0	1.0	1.0	1.0	1.0	1.0	11.01	32.0	0.0	
HDAC2	P62888	RL30_HUMAN	12|11|12|14	49	12.25	4	5|3|3|5	0.99	1.0	0.99	1.0	0.99	3.49	3.06	0.0	
HDAC2	P62906	RL10A_HUMAN	14|21|15|14	64	16.0	4	5|4|5|6	0.99	1.0	0.99	1.0	0.99	4.06	3.2	0.0	
HDAC2	P62917	RL8_HUMAN	21|22|19|23	85	21.25	4	7|6|4|6	1.0	1.0	1.0	1.0	1.0	7.79	3.7	0.0	
HDAC2	P62987	RL40_HUMAN	2|2|2|2	8	2.0	4	1|1|0|1	0.93	0.93	0.93	0.93	0.93	2.58	2.67	0.0	
HDAC2	P63167	DYL1_HUMAN	6|7|6|6	25	6.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	13.34	62.5	0.0	
HDAC2	P63173	RL38_HUMAN	9|10|8|9	36	9.0	4	4|1|4|3	0.98	1.0	0.98	1.0	0.98	2.92	3.0	0.0	
HDAC2	P63244	RACK1_HUMAN	2|5|3|2	12	3.0	4	1|0|1|1	0.96	1.0	0.96	1.0	0.96	2.58	4.0	0.0	
HDAC2	P68371	TBB4B_HUMAN	2|2|3|2	9	2.25	4	1|1|1|1	0.87	0.95	0.87	0.95	0.87	1.72	2.25	0.0	
HDAC2	P78316	NOP14_HUMAN	3|7|4|4	18	4.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.28	45.0	0.0	
HDAC2	P78371	TCPB_HUMAN	26|23|27|30	106	26.5	4	1|0|0|1	1.0	1.0	1.0	1.0	1.0	33.72	53.0	0.0	
HDAC2	P78406	RAE1L_HUMAN	3|2|6|3	14	3.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	35.0	0.0	
HDAC2	P82650	RT22_HUMAN	3|6|4|3	16	4.0	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.28	40.0	0.0	
HDAC2	P82673	RT35_HUMAN	4|6|5|4	19	4.75	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.03	47.5	0.0	
HDAC2	P82930	RT34_HUMAN	2|3|3|2	10	2.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	25.0	0.0	
HDAC2	P82933	RT09_HUMAN	3|2|2|3	10	2.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	25.0	0.0	
HDAC2	P84098	RL19_HUMAN	16|16|16|14	62	15.5	4	6|3|3|5	1.0	1.0	1.0	1.0	1.0	6.36	3.65	0.0	
HDAC2	Q00325	MPCP_HUMAN	5|6|7|4	22	5.5	4	1|1|0|1	1.0	1.0	1.0	1.0	1.0	5.04	7.33	0.0	
HDAC2	Q00839	HNRPU_HUMAN	58|59|55|58	230	57.5	4	12|9|7|10	1.0	1.0	1.0	1.0	1.0	36.84	6.05	0.0	
HDAC2	Q02543	RL18A_HUMAN	10|14|14|12	50	12.5	4	4|4|4|5	0.95	1.0	0.95	1.0	0.95	1.42	2.94	0.0	
HDAC2	Q02878	RL6_HUMAN	28|23|24|26	101	25.25	4	6|3|2|4	1.0	1.0	1.0	1.0	1.0	17.65	6.73	0.0	
HDAC2	Q03701	CEBPZ_HUMAN	17|15|13|12	57	14.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	22.69	142.5	0.0	
HDAC2	Q05519	SRS11_HUMAN	7|8|5|6	26	6.5	4	1|1|1|1	1.0	1.0	1.0	1.0	1.0	5.36	6.5	0.0	
HDAC2	Q06587	RING1_HUMAN	2|3|2|3	10	2.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	25.0	0.0	
HDAC2	Q06787	FMR1_HUMAN	13|17|11|17	58	14.5	4	3|0|2|1	1.0	1.0	1.0	1.0	1.0	12.51	9.67	0.0	
HDAC2	Q06830	PRDX1_HUMAN	7|11|11|9	38	9.5	4	4|3|2|4	0.91	1.0	0.91	1.0	0.91	0.82	2.92	0.0	
HDAC2	Q07020	RL18_HUMAN	22|21|19|17	79	19.75	4	6|5|4|7	1.0	1.0	1.0	1.0	1.0	6.16	3.59	0.0	
HDAC2	Q07065	CKAP4_HUMAN	5|6|6|6	23	5.75	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.71	57.5	0.0	
HDAC2	Q07955	SRSF1_HUMAN	6|9|10|9	34	8.5	4	3|2|0|2	1.0	1.0	1.0	1.0	1.0	4.37	4.86	0.0	
HDAC2	Q09028	RBBP4_HUMAN	53|54|45|46	198	49.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	70.88	495.0	0.0	
HDAC2	Q12788	TBL3_HUMAN	3|4|4|2	13	3.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	32.5	0.0	
HDAC2	Q12789	TF3C1_HUMAN	3|6|2|2	13	3.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	32.5	0.0	
HDAC2	Q12797	ASPH_HUMAN	5|4|2|2	13	3.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	32.5	0.0	
HDAC2	Q12873	CHD3_HUMAN	24|32|25|29	110	27.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	40.51	275.0	0.0	
HDAC2	Q12905	ILF2_HUMAN	6|11|9|5	31	7.75	4	3|1|1|2	0.99	1.0	0.99	1.0	0.99	3.15	4.43	0.0	
HDAC2	Q12906	ILF3_HUMAN	24|29|22|29	104	26.0	4	7|7|5|10	1.0	1.0	1.0	1.0	1.0	6.84	3.59	0.0	
HDAC2	Q13123	RED_HUMAN	4|6|6|4	20	5.0	4	1|1|1|0	1.0	1.0	1.0	1.0	1.0	5.04	6.67	0.0	
HDAC2	Q13151	ROA0_HUMAN	2|5|3|3	13	3.25	4	1|0|1|1	0.97	1.0	0.97	1.0	0.97	2.58	4.33	0.0	
HDAC2	Q13155	AIMP2_HUMAN	2|3|2|2	9	2.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	22.5	0.0	
HDAC2	Q13185	CBX3_HUMAN	11|9|6|6	32	8.0	4	2|2|1|2	0.99	1.0	0.99	1.0	0.99	4.37	4.57	0.0	
HDAC2	Q13206	DDX10_HUMAN	2|4|3|4	13	3.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	32.5	0.0	
HDAC2	Q13242	SRSF9_HUMAN	3|3|3|3	12	3.0	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.28	30.0	0.0	
HDAC2	Q13247	SRSF6_HUMAN	4|3|4|3	14	3.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.28	35.0	0.0	
HDAC2	Q13263	TIF1B_HUMAN	6|5|4|7	22	5.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.03	55.0	0.0	
HDAC2	Q13283	G3BP1_HUMAN	5|6|5|5	21	5.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.71	52.5	0.0	
HDAC2	Q13310	PABP4_HUMAN	10|11|9|8	38	9.5	4	4|3|4|3	0.92	0.99	0.92	0.99	0.92	1.3	2.71	0.0	
HDAC2	Q13330	MTA1_HUMAN	81|67|74|77	299	74.75	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	102.33	747.5	0.0	
HDAC2	Q13347	EIF3I_HUMAN	2|3|2|2	9	2.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	22.5	0.0	
HDAC2	Q13435	SF3B2_HUMAN	24|19|23|23	89	22.25	4	2|0|1|1	1.0	1.0	1.0	1.0	1.0	24.13	22.25	0.0	
HDAC2	Q13501	SQSTM_HUMAN	5|3|4|4	16	4.0	4	2|1|1|0	0.98	1.0	0.98	1.0	0.98	3.04	4.0	0.0	
HDAC2	Q13523	PRP4B_HUMAN	11|12|8|7	38	9.5	4	2|4|1|1	1.0	1.0	1.0	1.0	1.0	4.8	4.75	0.0	
HDAC2	Q13547	HDAC1_HUMAN	25|32|24|25	106	26.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	40.51	265.0	0.0	
HDAC2	Q13573	SNW1_HUMAN	2|7|4|5	18	4.5	4	1|2|2|0	0.92	1.0	0.92	1.0	0.92	0.85	3.6	0.0	
HDAC2	Q13823	NOG2_HUMAN	10|11|7|10	38	9.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	14.95	95.0	0.0	
HDAC2	Q14134	TRI29_HUMAN	4|4|2|2	12	3.0	4	1|1|0|0	0.98	1.0	0.98	1.0	0.98	3.4	6.0	0.0	
HDAC2	Q14202	ZMYM3_HUMAN	23|20|23|21	87	21.75	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	34.64	217.5	0.0	
HDAC2	Q14257	RCN2_HUMAN	3|3|2|3	11	2.75	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	27.5	0.0	
HDAC2	Q14444	CAPR1_HUMAN	6|10|8|8	32	8.0	4	2|1|3|2	0.99	1.0	0.99	1.0	0.99	3.6	4.0	0.0	
HDAC2	Q14676	MDC1_HUMAN	5|11|7|8	31	7.75	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.71	77.5	0.0	
HDAC2	Q14684	RRP1B_HUMAN	12|15|16|13	56	14.0	4	1|0|0|1	1.0	1.0	1.0	1.0	1.0	17.75	28.0	0.0	
HDAC2	Q14687	GSE1_HUMAN	71|65|62|67	265	66.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	95.2	662.5	0.0	
HDAC2	Q14690	RRP5_HUMAN	5|10|3|3	21	5.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.28	52.5	0.0	
HDAC2	Q14692	BMS1_HUMAN	6|7|4|4	21	5.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.03	52.5	0.0	
HDAC2	Q14739	LBR_HUMAN	3|6|2|3	14	3.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	35.0	0.0	
HDAC2	Q14839	CHD4_HUMAN	138|117|108|104	467	116.75	4	1|0|0|1	1.0	1.0	1.0	1.0	1.0	149.16	233.5	0.0	
HDAC2	Q14865	ARI5B_HUMAN	19|16|12|17	64	16.0	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	22.69	160.0	0.0	
HDAC2	Q14966	ZN638_HUMAN	6|3|3|3	15	3.75	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.28	37.5	0.0	
HDAC2	Q14980	NUMA1_HUMAN	40|47|52|42	181	45.25	4	8|3|5|6	1.0	1.0	1.0	1.0	1.0	31.78	8.23	0.0	
HDAC2	Q15005	SPCS2_HUMAN	4|2|2|3	11	2.75	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	27.5	0.0	
HDAC2	Q15029	U5S1_HUMAN	7|10|7|8	32	8.0	4	0|1|1|0	1.0	1.0	1.0	1.0	1.0	10.46	16.0	0.0	
HDAC2	Q15050	RRS1_HUMAN	8|13|15|7	43	10.75	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	14.95	107.5	0.0	
HDAC2	Q15061	WDR43_HUMAN	5|4|2|5	16	4.0	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	40.0	0.0	
HDAC2	Q15233	NONO_HUMAN	14|22|17|14	67	16.75	4	1|1|1|2	1.0	1.0	1.0	1.0	1.0	15.88	13.4	0.0	
HDAC2	Q15392	DHC24_HUMAN	7|6|4|3	20	5.0	4	0|1|0|1	1.0	1.0	1.0	1.0	1.0	4.74	10.0	0.0	
HDAC2	Q15393	SF3B3_HUMAN	4|3|6|3	16	4.0	4	0|0|0|1	1.0	1.0	1.0	1.0	1.0	6.25	16.0	0.0	
HDAC2	Q15397	PUM3_HUMAN	2|4|3|2	11	2.75	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	27.5	0.0	
HDAC2	Q15424	SAFB1_HUMAN	3|4|3|2	12	3.0	4	1|0|0|0	1.0	1.0	1.0	1.0	1.0	4.62	12.0	0.0	
HDAC2	Q15717	ELAV1_HUMAN	4|6|3|5	18	4.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.28	45.0	0.0	
HDAC2	Q16576	RBBP7_HUMAN	52|59|53|48	212	53.0	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	75.18	530.0	0.0	
HDAC2	Q16630	CPSF6_HUMAN	3|2|4|3	12	3.0	4	1|2|0|1	0.94	0.99	0.94	0.99	0.94	1.72	3.0	0.0	
HDAC2	Q16891	MIC60_HUMAN	6|3|5|3	17	4.25	4	1|0|1|0	1.0	1.0	1.0	1.0	1.0	4.74	8.5	0.0	
HDAC2	Q17R98	ZN827_HUMAN	7|3|8|8	26	6.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.28	65.0	0.0	
HDAC2	Q1KMD3	HNRL2_HUMAN	16|19|23|20	78	19.5	4	4|3|4|5	1.0	1.0	1.0	1.0	1.0	9.37	4.88	0.0	
HDAC2	Q2TB10	ZN800_HUMAN	28|22|23|19	92	23.0	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	33.16	230.0	0.0	
HDAC2	Q3ZCQ8	TIM50_HUMAN	3|3|4|4	14	3.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.28	35.0	0.0	
HDAC2	Q4LE39	ARI4B_HUMAN	8|6|9|11	34	8.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	13.34	85.0	0.0	
HDAC2	Q53GA4	PHLA2_HUMAN	4|3|3|4	14	3.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.28	35.0	0.0	
HDAC2	Q5JTH9	RRP12_HUMAN	8|9|3|6	26	6.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.28	65.0	0.0	
HDAC2	Q5PSV4	BRM1L_HUMAN	11|12|11|8	42	10.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	16.53	105.0	0.0	
HDAC2	Q5QJE6	TDIF2_HUMAN	6|7|4|5	22	5.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.03	55.0	0.0	
HDAC2	Q5SSJ5	HP1B3_HUMAN	8|4|13|5	30	7.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.03	75.0	0.0	
HDAC2	Q5T9A4	ATD3B_HUMAN	2|2|2|2	8	2.0	4	0|1|0|1	0.97	0.97	0.97	0.97	0.97	3.4	4.0	0.0	
HDAC2	Q5TEC6	H37_HUMAN	2|2|2|2	8	2.0	4	1|1|1|0	0.93	0.93	0.93	0.93	0.93	2.58	2.67	0.0	
HDAC2	Q6P2Q9	PRP8_HUMAN	23|19|25|13	80	20.0	4	2|2|1|3	1.0	1.0	1.0	1.0	1.0	11.56	10.0	0.0	
HDAC2	Q6PH81	CP087_HUMAN	10|9|11|8	38	9.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	16.53	95.0	0.0	
HDAC2	Q6PJG2	MDEAS_HUMAN	33|27|28|31	119	29.75	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	44.89	297.5	0.0	
HDAC2	Q6RFH5	WDR74_HUMAN	3|3|3|4	13	3.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.28	32.5	0.0	
HDAC2	Q7Z2W4	ZCCHV_HUMAN	8|9|8|9	34	8.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	16.53	85.0	0.0	
HDAC2	Q86U86	PB1_HUMAN	2|2|3|3	10	2.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	25.0	0.0	
HDAC2	Q86UE4	LYRIC_HUMAN	2|4|3|3	12	3.0	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	30.0	0.0	
HDAC2	Q86V15	CASZ1_HUMAN	17|13|6|13	49	12.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	13.34	122.5	0.0	
HDAC2	Q86V48	LUZP1_HUMAN	7|9|7|10	33	8.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	14.95	82.5	0.0	
HDAC2	Q86V81	THOC4_HUMAN	2|9|9|3	23	5.75	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	57.5	0.0	
HDAC2	Q86YP4	P66A_HUMAN	88|85|81|79	333	83.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	119.4	832.5	0.0	
HDAC2	Q8IWA0	WDR75_HUMAN	2|2|3|2	9	2.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	22.5	0.0	
HDAC2	Q8IWI9	MGAP_HUMAN	26|29|26|27	108	27.0	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	43.43	270.0	0.0	
HDAC2	Q8IWS0	PHF6_HUMAN	5|6|3|4	18	4.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.28	45.0	0.0	
HDAC2	Q8IX01	SUGP2_HUMAN	3|5|4|5	17	4.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.28	42.5	0.0	
HDAC2	Q8IY81	SPB1_HUMAN	6|8|6|4	24	6.0	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.03	60.0	0.0	
HDAC2	Q8IYB3	SRRM1_HUMAN	4|3|4|3	14	3.5	4	0|1|1|1	0.99	0.99	0.99	0.99	0.99	3.82	4.67	0.0	
HDAC2	Q8IZ40	RCOR2_HUMAN	9|8|10|9	36	9.0	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	16.53	90.0	0.0	
HDAC2	Q8N108	MIER1_HUMAN	38|33|40|38	149	37.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	53.6	372.5	0.0	
HDAC2	Q8N1G0	ZN687_HUMAN	9|5|5|3	22	5.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.28	55.0	0.0	
HDAC2	Q8N344	MIER2_HUMAN	4|3|5|7	19	4.75	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.28	47.5	0.0	
HDAC2	Q8N5A5	ZGPAT_HUMAN	3|2|2|4	11	2.75	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	27.5	0.0	
HDAC2	Q8N9T8	KRI1_HUMAN	7|8|8|6	29	7.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	13.34	72.5	0.0	
HDAC2	Q8N9Z2	CC71L_HUMAN	2|4|2|5	13	3.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	32.5	0.0	
HDAC2	Q8NC51	PAIRB_HUMAN	6|16|14|9	45	11.25	4	1|2|1|1	1.0	1.0	1.0	1.0	1.0	5.79	9.0	0.0	
HDAC2	Q8NE71	ABCF1_HUMAN	15|14|12|5	46	11.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.71	115.0	0.0	
HDAC2	Q8NFW8	NEUA_HUMAN	3|2|2|2	9	2.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	22.5	0.0	
HDAC2	Q8NI36	WDR36_HUMAN	7|7|4|4	22	5.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.03	55.0	0.0	
HDAC2	Q8TBE0	BAHD1_HUMAN	2|4|2|2	10	2.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	25.0	0.0	
HDAC2	Q8TDN6	BRX1_HUMAN	17|16|16|12	61	15.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	22.69	152.5	0.0	
HDAC2	Q8TED0	UTP15_HUMAN	7|6|7|5	25	6.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.71	62.5	0.0	
HDAC2	Q8WUU4	ZN296_HUMAN	5|8|4|7	24	6.0	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.03	60.0	0.0	
HDAC2	Q8WUU5	GATD1_HUMAN	9|9|9|9	36	9.0	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	18.09	90.0	0.0	
HDAC2	Q8WWQ0	PHIP_HUMAN	5|8|4|6	23	5.75	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.03	57.5	0.0	
HDAC2	Q8WXI9	P66B_HUMAN	85|87|83|83	338	84.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	125.08	845.0	0.0	
HDAC2	Q92499	DDX1_HUMAN	3|5|3|3	14	3.5	4	1|1|0|0	0.99	1.0	0.99	1.0	0.99	4.74	7.0	0.0	
HDAC2	Q92522	H1X_HUMAN	8|7|7|5	27	6.75	4	2|0|0|1	1.0	1.0	1.0	1.0	1.0	6.37	9.0	0.0	
HDAC2	Q92618	ZN516_HUMAN	3|5|4|8	20	5.0	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.28	50.0	0.0	
HDAC2	Q92665	RT31_HUMAN	3|2|3|2	10	2.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	25.0	0.0	
HDAC2	Q92766	RREB1_HUMAN	117|111|93|112	433	108.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	139.28	1082.5	0.0	
HDAC2	Q92769	HDAC2_HUMAN	76|72|66|64	278	69.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	98.05	695.0	0.0	
HDAC2	Q92841	DDX17_HUMAN	18|21|21|17	77	19.25	4	5|3|2|4	1.0	1.0	1.0	1.0	1.0	11.76	5.5	0.0	
HDAC2	Q92900	RENT1_HUMAN	17|13|13|10	53	13.25	4	2|2|3|1	1.0	1.0	1.0	1.0	1.0	8.13	6.62	0.0	
HDAC2	Q969R5	LMBL2_HUMAN	6|5|4|4	19	4.75	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.03	47.5	0.0	
HDAC2	Q96BD5	PF21A_HUMAN	20|16|16|21	73	18.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	28.71	182.5	0.0	
HDAC2	Q96CS3	FAF2_HUMAN	2|4|2|2	10	2.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	25.0	0.0	
HDAC2	Q96CW1	AP2M1_HUMAN	2|2|2|2	8	2.0	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	20.0	0.0	
HDAC2	Q96DI7	SNR40_HUMAN	3|4|4|2	13	3.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	32.5	0.0	
HDAC2	Q96FQ6	S10AG_HUMAN	5|4|2|2	13	3.25	4	1|0|1|1	0.96	1.0	0.96	1.0	0.96	2.58	4.33	0.0	
HDAC2	Q96G21	IMP4_HUMAN	2|3|2|2	9	2.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	22.5	0.0	
HDAC2	Q96GQ7	DDX27_HUMAN	11|9|7|7	34	8.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	14.95	85.0	0.0	
HDAC2	Q96JP5	ZFP91_HUMAN	3|2|2|2	9	2.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	22.5	0.0	
HDAC2	Q96KM6	Z512B_HUMAN	17|17|18|14	66	16.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	25.72	165.0	0.0	
HDAC2	Q96KQ7	EHMT2_HUMAN	9|15|14|14	52	13.0	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	18.09	130.0	0.0	
HDAC2	Q96KR1	ZFR_HUMAN	4|8|7|4	23	5.75	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	10.03	57.5	0.0	
HDAC2	Q96N64	PWP2A_HUMAN	8|7|8|6	29	7.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	13.34	72.5	0.0	
HDAC2	Q96QR8	PURB_HUMAN	2|2|2|3	9	2.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	22.5	0.0	
HDAC2	Q96QT6	PHF12_HUMAN	16|18|18|15	67	16.75	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	27.22	167.5	0.0	
HDAC2	Q96QV6	H2A1A_HUMAN	2|2|3|2	9	2.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	22.5	0.0	
HDAC2	Q96ST3	SIN3A_HUMAN	87|84|85|96	352	88.0	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	126.5	880.0	0.0	
HDAC2	Q96T37	RBM15_HUMAN	6|6|3|5	20	5.0	4	1|0|0|0	1.0	1.0	1.0	1.0	1.0	6.25	20.0	0.0	
HDAC2	Q99459	CDC5L_HUMAN	9|9|8|3	29	7.25	4	3|0|1|2	0.95	1.0	0.95	1.0	0.95	1.34	4.83	0.0	
HDAC2	Q99623	PHB2_HUMAN	2|3|4|4	13	3.25	4	0|1|0|0	1.0	1.0	1.0	1.0	1.0	4.62	13.0	0.0	
HDAC2	Q99832	TCPH_HUMAN	15|14|15|9	53	13.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	18.09	132.5	0.0	
HDAC2	Q99848	EBP2_HUMAN	15|13|16|12	56	14.0	4	2|3|1|2	1.0	1.0	1.0	1.0	1.0	10.39	7.0	0.0	
HDAC2	Q9BQ39	DDX50_HUMAN	5|11|7|5	28	7.0	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.71	70.0	0.0	
HDAC2	Q9BQE3	TBA1C_HUMAN	3|3|3|4	13	3.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.28	32.5	0.0	
HDAC2	Q9BQG0	MBB1A_HUMAN	8|6|9|5	28	7.0	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	11.71	70.0	0.0	
HDAC2	Q9BRD0	BUD13_HUMAN	9|7|9|7	32	8.0	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	14.95	80.0	0.0	
HDAC2	Q9BRJ6	CG050_HUMAN	3|2|3|2	10	2.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	6.44	25.0	0.0	
HDAC2	Q9BRT6	LLPH_HUMAN	2|4|2|2	10	2.5	4	1|2|0|0	0.95	0.99	0.95	0.99	0.95	2.57	3.33	0.0	
HDAC2	Q9BTC8	MTA3_HUMAN	61|66|55|54	236	59.0	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	83.77	590.0	0.0	
HDAC2	Q9BUJ2	HNRL1_HUMAN	9|14|12|9	44	11.0	4	2|1|0|1	1.0	1.0	1.0	1.0	1.0	10.42	11.0	0.0	
HDAC2	Q9BVP2	GNL3_HUMAN	7|11|7|9	34	8.5	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	14.95	85.0	0.0	
HDAC2	Q9BYG3	MK67I_HUMAN	4|3|3|3	13	3.25	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.28	32.5	0.0	
HDAC2	Q9BYN8	RT26_HUMAN	3|4|3|5	15	3.75	4	0|0|0|0	1.0	1.0	1.0	1.0	1.0	8.28	37.5	0.0	
HDAC2	Q9BZE4	GTPB4_HUMAN	11|16|15|11	53	13.25	4	0|0|1|1	1.0	1.0	1.0	1.0	1.0	16.29	26.5	0.0	
